partner_id,country,city,vehicle_type,tenure_months,registration_date,trip_completion_rate,avg_customer_rating,consistency_score,cancellation_rate,total_trips,monthly_earnings_usd,earning_volatility,peak_hours_utilization,weekend_activity_ratio,feature_adoption_score,platform_activity_days_per_month,grabpay_usage_frequency,referral_count,traditional_credit_score,nova_score,risk_category,vehicle_loan_eligible,business_loan_eligible,max_loan_amount_usd,interest_rate_offered,last_30_days_trips,recent_rating_trend,recent_earnings_trend
GRB_002784,Indonesia,Surabaya,Motorcycle,11.0,2024-10-01,0.833,4.11,0.691,0.03,1981,489.52,0.458,0.291,0.277,0.39,20.7,9.5,4,570.0,528,Medium,True,True,4895.18,14.9,63,0.12,0.0
GRB_002786,Indonesia,Jakarta,Car,1.5,2025-07-14,0.895,4.17,0.682,0.035,270,786.35,0.338,0.208,0.774,0.307,19.8,17.1,0,549.0,545,Medium,True,False,7863.52,16.7,73,-0.0,0.14
GRB_002789,Indonesia,Bandung,Motorcycle,2.4,2025-06-16,0.927,4.56,1.0,0.094,532,372.95,0.2,0.145,0.864,0.353,25.5,0.3,3,,558,Medium,True,True,3729.48,12.2,113,-0.02,-0.0
GRB_002790,Indonesia,Surabaya,Motorcycle,27.3,2023-06-02,0.971,4.8,1.0,0.062,7086,1256.17,0.146,0.179,0.728,0.693,25.3,7.1,9,678.0,687,Low,True,True,18842.49,8.3,175,0.08,-0.06
GRB_002791,Indonesia,Jakarta,Motorcycle,20.3,2023-12-29,0.964,4.68,0.957,0.032,5266,1108.13,0.186,0.641,0.258,0.623,28.4,4.7,6,,644,Medium,True,True,11081.26,15.5,212,0.02,0.12
GRB_002793,Indonesia,Medan,Car,25.1,2023-08-07,0.949,4.64,1.0,0.072,6514,3024.78,0.131,0.565,0.117,0.606,25.1,10.2,8,850.0,697,Low,True,True,45371.77,9.1,209,-0.1,0.1
GRB_002794,Indonesia,Surabaya,Car,7.6,2025-01-10,0.971,4.74,1.0,0.107,1987,2251.73,0.087,0.517,0.853,0.626,24.2,3.4,1,,686,Low,True,True,33775.93,9.3,193,-0.03,-0.09
GRB_002795,Indonesia,Surabaya,Car,39.6,2022-05-28,0.846,3.87,0.799,0.06,7123,1535.69,0.434,0.582,0.784,0.584,16.8,2.3,14,,591,Medium,True,True,15356.9,12.7,85,-0.15,0.19
GRB_002796,Indonesia,Medan,Motorcycle,12.6,2024-08-15,0.968,4.73,0.922,0.039,3268,1038.62,0.18,0.712,0.204,0.753,27.3,13.4,7,534.0,629,Medium,True,True,10386.25,17.3,196,-0.02,-0.14
GRB_002797,Indonesia,Medan,Motorcycle,10.4,2024-10-18,0.955,4.9,0.922,0.087,2714,1282.63,0.177,0.793,0.696,0.516,30.0,17.9,3,,616,Medium,True,True,12826.28,14.0,189,-0.16,0.07
GRB_002799,Indonesia,Jakarta,Motorcycle,19.6,2024-01-16,0.979,4.43,0.874,0.12,4322,664.02,0.321,0.824,0.246,0.634,20.7,0.2,8,,571,Medium,True,False,6640.22,15.8,135,-0.08,-0.3
GRB_002801,Indonesia,Bandung,Motorcycle,21.4,2023-11-23,0.96,4.91,0.996,0.127,5575,988.49,0.171,0.263,0.03,0.63,25.7,9.1,8,653.0,653,Low,True,True,14827.4,10.5,175,-0.02,0.13
GRB_002802,Indonesia,Medan,Motorcycle,11.3,2024-09-23,0.812,3.83,0.731,0.055,2034,522.29,0.335,0.564,0.364,0.406,17.1,4.3,5,437.0,514,Medium,True,True,5222.87,17.6,78,-0.1,-0.11
GRB_002804,Indonesia,Medan,Car,3.7,2025-05-09,0.924,4.62,0.724,0.095,814,1387.53,0.146,0.815,0.136,0.192,22.5,15.8,0,,593,Medium,True,True,13875.25,17.6,96,-0.12,-0.09
GRB_002805,Indonesia,Jakarta,Car,20.8,2023-12-13,0.999,4.7,1.0,0.032,5400,1784.91,0.17,0.558,0.086,0.701,24.1,19.7,5,,674,Low,True,True,26773.71,10.5,204,-0.04,-0.23
GRB_002808,Indonesia,Medan,Motorcycle,5.6,2025-03-14,0.893,4.47,0.652,0.065,1000,459.5,0.432,0.684,0.269,0.458,21.1,6.3,1,,521,Medium,True,True,4594.99,17.9,52,-0.08,0.4
GRB_002809,Indonesia,Surabaya,Motorcycle,8.8,2024-12-06,0.866,4.5,0.974,0.106,1944,692.64,0.197,0.387,0.921,0.352,21.4,11.4,2,664.0,567,Medium,True,True,6926.41,15.8,146,0.07,0.23
GRB_002810,Indonesia,Medan,Motorcycle,17.5,2024-03-21,0.915,4.65,1.0,0.025,4546,1289.8,0.053,0.277,0.144,0.454,27.5,19.1,9,,670,Low,True,True,19347.0,11.3,224,0.01,-0.24
GRB_002811,Indonesia,Surabaya,Car,3.9,2025-05-04,1.0,4.86,0.878,0.049,1001,1641.9,0.171,0.973,0.467,0.428,29.8,10.1,3,,609,Medium,True,True,16418.96,12.5,183,0.03,0.02
GRB_002813,Indonesia,Bandung,Motorcycle,25.7,2023-07-19,0.974,4.96,1.0,0.066,6681,1295.31,0.103,0.366,0.087,0.572,22.0,2.4,8,,680,Low,True,True,19429.58,12.0,189,-0.06,0.31
GRB_002814,Indonesia,Bandung,Car,21.5,2023-11-23,1.004,4.65,1.0,0.113,5581,2487.15,0.174,0.952,0.27,0.526,25.4,9.6,2,,681,Low,True,True,37307.27,8.7,193,0.04,-0.13
GRB_002815,Indonesia,Surabaya,Car,8.8,2024-12-07,0.98,4.67,1.0,0.068,2280,1635.28,0.131,0.565,0.962,0.623,23.9,14.3,1,,663,Low,True,True,24529.21,10.2,225,0.01,-0.03
GRB_002817,Indonesia,Surabaya,Motorcycle,11.1,2024-09-28,0.894,3.81,0.761,0.046,1998,566.67,0.424,0.886,0.244,0.362,18.1,2.1,4,476.0,499,High,False,False,2833.34,18.2,62,-0.02,-0.12
GRB_002818,Indonesia,Medan,Motorcycle,21.7,2023-11-15,0.95,4.75,1.0,0.111,5645,1456.32,0.112,0.156,0.496,0.649,28.7,19.7,9,550.0,682,Low,True,True,21844.8,9.0,189,0.1,0.11
GRB_002819,Indonesia,Jakarta,Car,11.7,2024-09-11,0.933,4.59,1.0,0.135,3042,1523.75,0.115,0.369,0.658,0.498,26.8,2.0,2,560.0,629,Medium,True,True,15237.54,14.5,227,-0.13,-0.04
GRB_002821,Indonesia,Jakarta,Motorcycle,16.8,2024-04-10,0.981,5.03,1.0,0.046,4376,1250.03,0.161,0.617,0.52,0.648,28.9,5.6,10,,663,Low,True,True,18750.38,11.5,175,-0.03,0.15
GRB_002824,Indonesia,Medan,Motorcycle,17.4,2024-03-23,0.993,4.83,1.0,0.047,4533,1292.96,0.113,0.578,0.369,0.546,29.1,2.0,8,450.0,660,Low,True,True,19394.46,10.1,190,-0.03,0.14
GRB_002828,Indonesia,Bandung,Motorcycle,9.2,2024-11-24,0.975,4.7,0.854,0.068,2394,1040.99,0.165,0.575,0.116,0.569,24.1,3.5,2,,640,Medium,True,True,10409.86,14.5,183,-0.04,-0.16
GRB_002830,Indonesia,Surabaya,Both,9.5,2024-11-14,0.933,4.34,0.774,0.053,2100,1639.74,0.278,0.845,0.835,0.516,19.9,17.6,2,,606,Medium,True,False,16397.36,14.7,124,-0.1,0.04
GRB_002831,Indonesia,Bandung,Motorcycle,6.2,2025-02-22,0.938,4.63,1.0,0.071,1620,1103.19,0.233,0.523,0.464,0.72,24.1,20.2,3,566.0,596,Medium,True,False,11031.93,17.9,194,-0.03,-0.0
GRB_002832,Indonesia,Jakarta,Car,10.1,2024-10-27,0.841,4.07,0.486,0.069,1826,1087.58,0.442,0.075,0.549,0.335,20.0,7.1,3,,529,Medium,True,True,10875.82,15.3,64,-0.03,-0.14
GRB_002833,Indonesia,Medan,Motorcycle,3.9,2025-05-02,0.869,4.03,0.716,0.085,708,302.01,0.383,0.551,0.792,0.245,21.6,2.2,1,,502,Medium,True,False,3020.09,13.8,73,-0.02,-0.2
GRB_002836,Indonesia,Medan,Motorcycle,10.5,2024-10-16,0.839,4.24,0.814,0.047,1892,486.91,0.475,0.548,0.623,0.38,19.2,10.4,4,,509,Medium,True,False,4869.13,17.7,54,-0.05,-0.08
GRB_002838,Indonesia,Jakarta,Motorcycle,1.8,2025-07-03,0.885,4.35,0.732,0.033,405,770.89,0.302,0.183,0.983,0.473,25.1,15.7,0,542.0,550,Medium,True,False,7708.92,17.2,132,0.04,0.03
GRB_002840,Indonesia,Bandung,Car,5.7,2025-03-10,0.831,4.2,0.604,0.04,1022,861.33,0.429,0.503,0.452,0.389,27.8,19.8,1,,526,Medium,True,True,8613.3,15.9,57,-0.02,-0.07
GRB_002842,Indonesia,Bandung,Motorcycle,8.7,2024-12-10,0.859,4.23,0.741,0.0,1566,410.86,0.367,0.619,0.501,0.406,17.2,17.9,1,,542,Medium,True,False,4108.61,13.9,71,-0.1,0.1
GRB_002843,Indonesia,Jakarta,Motorcycle,2.2,2025-06-21,0.904,4.33,0.696,0.086,493,546.69,0.242,0.55,0.923,0.288,25.8,2.9,1,557.0,529,Medium,True,False,5466.93,16.2,122,-0.01,-0.13
GRB_002844,Indonesia,Surabaya,Car,14.1,2024-07-01,0.858,4.29,0.673,0.124,2537,843.65,0.451,0.422,0.756,0.483,17.0,16.0,8,,525,Medium,True,True,8436.5,15.6,55,-0.0,-0.02
GRB_002848,Indonesia,Medan,Motorcycle,4.6,2025-04-12,0.828,4.24,0.608,0.0,828,377.26,0.379,0.576,0.416,0.383,17.8,9.7,1,,495,High,False,False,1886.32,22.7,77,0.18,0.17
GRB_002851,Indonesia,Jakarta,Car,4.3,2025-04-21,0.943,4.78,0.757,0.083,943,1565.67,0.214,0.584,0.335,0.396,21.3,11.1,0,572.0,602,Medium,True,False,15656.75,13.1,125,-0.04,-0.03
GRB_002855,Indonesia,Jakarta,Both,24.1,2023-09-05,0.92,4.83,1.0,0.074,6261,1867.16,0.17,0.217,0.268,0.603,25.7,4.9,9,,713,Low,True,True,28007.44,8.8,199,-0.05,-0.08
GRB_002857,Indonesia,Jakarta,Both,14.1,2024-07-02,0.83,4.04,0.877,0.082,2531,1273.06,0.436,0.511,0.284,0.352,17.1,1.5,4,,579,Medium,True,False,12730.58,14.3,73,-0.07,-0.11
GRB_002859,Indonesia,Medan,Both,25.9,2023-07-13,0.988,4.35,0.887,0.09,6730,2459.36,0.082,0.693,0.79,0.697,26.8,18.3,7,,685,Low,True,True,36890.34,8.2,178,-0.06,0.22
GRB_002860,Indonesia,Jakarta,Car,11.3,2024-09-24,0.945,4.76,0.848,0.05,2925,1869.26,0.136,0.284,0.924,0.599,20.6,1.9,5,,660,Low,True,True,28038.84,8.2,224,0.11,-0.09
GRB_002861,Indonesia,Jakarta,Motorcycle,2.8,2025-06-05,0.886,4.43,0.742,0.103,613,795.74,0.292,0.87,0.47,0.636,25.2,8.8,1,,531,Medium,True,False,7957.36,12.9,143,-0.01,-0.12
GRB_002862,Indonesia,Jakarta,Both,45.7,2021-11-26,0.952,5.06,1.0,0.116,11874,3002.85,0.217,0.461,0.055,0.813,26.6,17.3,12,751.0,693,Low,True,True,45042.72,9.5,212,-0.04,0.11
GRB_002863,Indonesia,Medan,Motorcycle,11.6,2024-09-12,0.823,3.84,0.629,0.042,2094,521.84,0.414,0.91,0.412,0.412,20.6,13.7,2,463.0,500,Medium,True,True,5218.42,13.7,80,-0.12,0.3
GRB_002865,Indonesia,Surabaya,Car,6.6,2025-02-10,0.914,4.85,0.99,0.006,1719,1430.63,0.137,0.359,0.321,0.512,30.0,10.6,0,,645,Medium,True,True,14306.33,13.9,193,0.15,-0.02
GRB_002867,Indonesia,Surabaya,Both,6.6,2025-02-11,0.938,4.45,0.97,0.047,1450,1475.03,0.256,0.264,0.365,0.278,20.5,0.3,1,,567,Medium,True,True,14750.29,13.2,123,-0.0,0.06
GRB_002868,Indonesia,Medan,Motorcycle,17.7,2024-03-15,0.978,4.85,1.0,0.041,4595,1353.47,0.196,0.537,0.725,0.621,25.2,9.5,5,,643,Medium,True,True,13534.71,13.4,214,0.09,0.09
GRB_002869,Indonesia,Jakarta,Car,23.7,2023-09-17,0.91,4.66,1.0,0.077,5210,953.15,0.28,0.595,0.384,0.487,21.9,14.7,4,505.0,609,Medium,True,True,9531.52,13.4,156,-0.02,-0.15
GRB_002870,Indonesia,Bandung,Motorcycle,22.3,2023-10-27,0.883,4.86,1.0,0.072,5810,962.56,0.169,0.3,0.749,0.791,23.8,3.8,3,626.0,661,Low,True,True,14438.42,11.8,201,0.09,-0.13
GRB_002873,Indonesia,Jakarta,Motorcycle,15.1,2024-05-31,1.006,4.74,1.0,0.122,3931,1130.19,0.133,0.59,0.243,0.564,30.0,7.6,2,,632,Medium,True,True,11301.86,16.2,217,-0.06,0.12
GRB_002874,Indonesia,Surabaya,Car,18.3,2024-02-24,0.849,4.55,0.911,0.033,4035,1827.59,0.231,0.675,0.692,0.582,21.9,1.8,5,641.0,620,Medium,True,True,18275.94,12.8,129,0.12,-0.22
GRB_002875,Indonesia,Medan,Motorcycle,6.3,2025-02-19,0.871,4.28,0.746,0.056,1138,410.62,0.415,0.946,0.238,0.292,17.8,6.7,2,,507,Medium,True,True,4106.23,13.2,71,-0.13,-0.36
GRB_002876,Indonesia,Jakarta,Motorcycle,9.1,2024-11-27,0.919,4.65,0.686,0.083,2006,821.18,0.285,0.245,0.585,0.557,17.0,15.2,0,,565,Medium,True,True,8211.81,14.1,127,-0.17,0.01
GRB_002877,Indonesia,Medan,Motorcycle,1.0,2025-07-29,0.879,4.3,0.929,0.022,219,859.45,0.261,0.284,0.604,0.513,20.5,1.4,0,616.0,557,Medium,True,True,8594.49,16.0,141,0.02,-0.16
GRB_002879,Indonesia,Bandung,Car,10.0,2024-10-31,0.941,4.69,0.979,0.121,2203,1458.19,0.172,0.442,0.721,0.396,21.5,1.1,2,738.0,593,Medium,True,True,14581.94,14.2,116,-0.1,0.0
GRB_002881,Indonesia,Medan,Motorcycle,20.3,2023-12-26,0.889,4.69,0.795,0.059,4476,722.11,0.223,0.539,0.983,0.49,19.9,10.0,6,457.0,595,Medium,True,True,7221.1,15.1,133,0.03,0.17
GRB_002887,Indonesia,Surabaya,Motorcycle,19.9,2024-01-09,1.041,4.65,1.0,0.074,5171,1144.6,0.121,0.108,0.825,0.588,24.8,0.1,7,631.0,655,Low,True,True,17168.93,9.2,196,0.09,-0.18
GRB_002889,Indonesia,Surabaya,Motorcycle,13.3,2024-07-23,0.909,4.79,0.884,0.075,2936,621.24,0.254,0.219,0.601,0.451,21.1,11.9,2,594.0,578,Medium,True,True,6212.37,13.6,160,0.0,-0.11
GRB_002891,Indonesia,Surabaya,Car,7.3,2025-01-21,0.963,4.79,0.968,0.08,1897,2345.64,0.197,0.346,0.355,0.7,21.5,7.9,0,850.0,661,Low,True,True,35184.56,10.5,190,0.1,-0.06
GRB_002894,Indonesia,Bandung,Motorcycle,5.0,2025-03-31,0.895,4.28,0.73,0.028,1098,752.14,0.233,0.493,0.581,0.411,22.3,19.4,1,567.0,553,Medium,True,True,7521.42,14.0,120,0.23,0.15
GRB_002898,Indonesia,Jakarta,Both,27.7,2023-05-19,0.959,4.53,1.0,0.121,7209,3026.46,0.08,0.693,0.351,0.736,28.1,16.2,8,777.0,691,Low,True,True,45396.93,9.4,200,-0.09,-0.0
GRB_002900,Indonesia,Medan,Motorcycle,6.3,2025-02-20,0.862,4.8,0.789,0.108,1383,619.95,0.236,0.471,0.687,0.354,26.2,15.3,3,505.0,561,Medium,True,True,6199.49,13.0,119,-0.03,0.16
GRB_002901,Indonesia,Bandung,Motorcycle,13.4,2024-07-22,0.948,5.08,0.781,0.052,3478,844.59,0.124,0.429,0.568,0.712,21.0,3.8,4,477.0,590,Medium,True,True,8445.89,17.7,201,0.21,-0.14
GRB_002903,Indonesia,Surabaya,Motorcycle,17.5,2024-03-20,0.966,4.64,0.873,0.051,4556,919.23,0.165,0.295,0.649,0.472,30.0,3.5,7,,625,Medium,True,True,9192.26,17.0,203,0.04,-0.14
GRB_002904,Indonesia,Bandung,Car,16.6,2024-04-18,0.939,4.6,1.0,0.075,3644,1863.92,0.219,0.326,0.235,0.582,23.0,10.4,2,,645,Medium,True,True,18639.19,14.8,125,-0.04,-0.14
GRB_002908,Indonesia,Medan,Car,7.8,2025-01-05,0.967,4.81,0.914,0.095,2036,1974.77,0.158,0.397,0.298,0.573,21.6,4.5,1,707.0,632,Medium,True,False,19747.67,15.6,175,0.06,-0.03
GRB_002911,Indonesia,Bandung,Motorcycle,7.1,2025-01-27,0.884,4.5,0.834,0.182,1557,600.78,0.262,0.218,0.478,0.332,22.3,21.0,1,,541,Medium,True,True,6007.76,17.5,135,-0.01,-0.22
GRB_002913,Indonesia,Medan,Motorcycle,4.2,2025-04-25,0.919,4.56,0.795,0.095,913,561.69,0.316,0.757,0.608,0.373,24.8,6.4,5,,542,Medium,True,True,5616.88,13.9,146,0.08,-0.01
GRB_002917,Indonesia,Jakarta,Car,15.6,2024-05-16,0.851,3.98,0.656,0.018,2809,981.57,0.375,0.361,0.583,0.453,13.5,9.0,5,,504,Medium,True,True,9815.71,13.8,46,-0.04,-0.21
GRB_002918,Indonesia,Medan,Motorcycle,30.3,2023-03-02,0.98,4.82,1.0,0.0,7879,935.18,0.062,0.564,0.884,0.654,22.8,11.8,8,,635,Medium,True,True,9351.76,13.2,195,0.26,0.0
GRB_002921,Indonesia,Surabaya,Motorcycle,4.0,2025-05-01,0.865,4.27,0.719,0.139,712,410.39,0.45,0.449,0.846,0.255,16.2,7.4,1,500.0,481,High,False,False,2051.94,20.6,73,-0.1,0.04
GRB_002922,Indonesia,Medan,Motorcycle,4.4,2025-04-18,0.905,4.43,0.758,0.087,966,693.24,0.288,0.821,0.701,0.311,18.3,1.9,0,,518,Medium,True,True,6932.36,16.0,143,-0.06,0.11
GRB_002923,Indonesia,Surabaya,Car,3.7,2025-05-08,0.909,4.37,0.786,0.059,819,1180.26,0.162,0.176,0.907,0.23,23.3,10.6,2,555.0,540,Medium,True,True,11802.59,15.4,133,0.06,-0.06
GRB_002924,Indonesia,Bandung,Car,4.2,2025-04-25,0.893,4.47,0.793,0.04,916,1804.73,0.324,0.875,0.4,0.489,20.7,27.5,0,,584,Medium,True,False,18047.29,13.0,128,0.18,-0.02
GRB_002925,Indonesia,Medan,Motorcycle,24.2,2023-09-01,0.992,4.93,0.929,0.081,6298,1283.14,0.077,0.134,0.333,0.588,29.8,5.4,4,,667,Low,True,True,19247.06,10.6,198,-0.15,-0.23
GRB_002927,Indonesia,Bandung,Motorcycle,4.4,2025-04-19,0.862,3.9,0.536,0.0,786,540.27,0.385,0.863,0.81,0.291,15.2,15.4,2,498.0,502,Medium,True,True,5402.75,15.3,85,0.03,0.06
GRB_002928,Indonesia,Bandung,Motorcycle,11.0,2024-10-02,0.843,4.02,0.661,0.123,1976,354.88,0.332,0.507,0.778,0.247,21.9,8.9,1,,521,Medium,True,True,3548.79,14.6,60,0.09,0.17
GRB_002930,Indonesia,Surabaya,Both,16.1,2024-05-01,0.971,5.03,1.0,0.131,4195,2399.83,0.09,0.315,0.733,0.576,27.3,19.1,3,,711,Low,True,True,35997.38,10.8,183,-0.22,-0.23
GRB_002932,Indonesia,Bandung,Motorcycle,6.9,2025-02-02,0.934,4.84,0.866,0.091,1515,822.75,0.253,0.637,0.332,0.249,19.3,10.7,1,586.0,588,Medium,True,False,8227.48,13.9,122,0.0,0.03
GRB_002936,Indonesia,Medan,Car,9.2,2024-11-24,0.889,4.47,0.923,0.123,2025,1535.95,0.254,0.46,0.798,0.363,24.9,3.8,2,,597,Medium,True,True,15359.46,17.3,142,0.04,-0.18
GRB_002937,Indonesia,Bandung,Motorcycle,27.4,2023-05-29,0.894,4.35,1.0,0.12,6026,1441.0,0.173,0.524,0.395,0.598,17.6,10.3,4,,622,Medium,True,False,14410.02,15.7,125,0.06,-0.08
GRB_002940,Indonesia,Surabaya,Motorcycle,39.7,2022-05-23,0.949,5.13,1.0,0.0,10332,1566.2,0.182,0.75,0.456,0.826,23.6,0.1,6,,700,Low,True,True,23493.02,11.6,193,0.1,-0.13
GRB_002941,Indonesia,Bandung,Motorcycle,10.8,2024-10-08,0.888,4.47,0.922,0.029,2370,828.24,0.205,0.587,0.979,0.316,19.6,1.2,3,,567,Medium,True,False,8282.42,15.3,132,-0.13,0.35
GRB_002942,Indonesia,Surabaya,Motorcycle,6.6,2025-02-11,0.965,4.43,0.901,0.061,1448,575.78,0.362,0.151,0.597,0.424,24.0,2.2,2,518.0,526,Medium,True,False,5757.78,14.3,139,0.0,-0.06
GRB_002943,Indonesia,Bandung,Both,5.9,2025-03-04,0.847,4.05,0.626,0.005,1061,814.53,0.413,0.797,0.923,0.308,15.3,4.8,1,562.0,491,High,False,False,4072.64,19.1,61,0.06,0.2
GRB_002945,Indonesia,Surabaya,Motorcycle,10.1,2024-10-29,0.979,4.62,1.0,0.082,2624,1243.43,0.293,0.623,0.517,0.504,23.3,4.2,2,,601,Medium,True,True,12434.3,16.5,209,-0.17,0.26
GRB_002947,Indonesia,Bandung,Motorcycle,8.0,2024-12-31,0.923,4.61,0.814,0.099,1757,818.82,0.318,0.291,0.385,0.371,19.2,4.7,3,,546,Medium,True,True,8188.21,13.5,110,0.26,0.49
GRB_002948,Indonesia,Surabaya,Motorcycle,13.4,2024-07-22,0.951,4.65,0.991,0.042,3476,1355.09,0.097,0.447,0.677,0.609,28.4,1.3,5,,669,Low,True,True,20326.35,9.4,196,-0.07,-0.1
GRB_002949,Indonesia,Surabaya,Car,17.2,2024-03-31,0.939,4.83,1.0,0.079,4461,1445.83,0.087,0.61,0.285,0.78,19.7,23.4,6,,657,Low,True,True,21687.45,11.4,188,-0.01,0.21
GRB_002950,Indonesia,Surabaya,Motorcycle,4.3,2025-04-20,0.935,4.86,0.832,0.134,1121,838.21,0.242,0.53,0.218,0.594,24.9,0.8,3,,584,Medium,True,True,8382.13,14.3,197,-0.18,-0.02
GRB_002951,Indonesia,Bandung,Motorcycle,13.8,2024-07-09,1.028,4.58,1.0,0.101,3595,1305.04,0.134,0.643,0.727,0.719,23.5,10.9,3,,624,Medium,True,False,13050.38,16.7,188,0.08,0.07
GRB_002955,Indonesia,Jakarta,Motorcycle,10.8,2024-10-08,0.985,4.68,1.0,0.061,2807,1225.69,0.072,0.691,0.857,0.456,26.2,2.2,2,622.0,638,Medium,True,True,12256.94,16.4,192,0.06,-0.02
GRB_002957,Indonesia,Bandung,Car,8.7,2024-12-09,0.893,4.57,0.662,0.114,1920,1543.51,0.316,0.185,0.425,0.417,24.7,1.9,4,616.0,606,Medium,True,False,15435.13,15.2,147,-0.23,0.02
GRB_002959,Indonesia,Jakarta,Motorcycle,11.6,2024-09-15,0.831,4.11,0.772,0.111,2081,768.32,0.333,0.153,0.404,0.362,22.6,11.1,1,762.0,535,Medium,True,True,7683.22,13.6,70,0.01,-0.15
GRB_002960,Indonesia,Surabaya,Motorcycle,22.6,2023-10-21,0.984,4.73,0.926,0.119,5864,1352.66,0.101,0.386,0.788,0.486,26.7,10.5,7,755.0,645,Medium,True,False,13526.57,17.7,201,-0.07,-0.03
GRB_002963,Indonesia,Surabaya,Car,6.2,2025-02-22,1.012,4.88,0.941,0.16,1615,1992.8,0.16,0.583,0.497,0.675,26.0,9.1,1,673.0,623,Medium,True,True,19928.0,17.8,189,-0.01,0.13
GRB_002966,Indonesia,Bandung,Motorcycle,6.1,2025-02-26,0.889,4.48,0.646,0.122,1337,813.99,0.23,0.646,0.441,0.29,21.8,23.9,4,,540,Medium,True,True,8139.85,15.5,132,0.01,0.08
GRB_002967,Indonesia,Bandung,Motorcycle,5.1,2025-03-27,0.795,4.16,0.8,0.061,920,200.0,0.324,0.565,0.467,0.239,15.5,2.8,3,535.0,501,Medium,True,True,2000.0,14.3,55,-0.05,-0.14
GRB_002969,Indonesia,Medan,Car,6.5,2025-02-13,0.875,3.7,0.66,0.06,1175,914.27,0.417,0.571,0.247,0.369,18.4,4.9,6,600.0,484,High,False,False,4571.37,23.0,77,-0.02,-0.13
GRB_002972,Indonesia,Medan,Motorcycle,9.2,2024-11-24,0.942,4.58,0.693,0.151,2029,954.24,0.335,0.522,0.747,0.338,18.7,2.6,2,,530,Medium,True,False,9542.4,16.3,122,-0.01,-0.04
GRB_002975,Indonesia,Medan,Both,6.2,2025-02-22,0.952,4.47,0.837,0.0,1365,1430.68,0.234,0.387,0.369,0.364,24.8,10.8,2,,609,Medium,True,True,14306.82,13.3,126,0.04,-0.14
GRB_002976,Indonesia,Jakarta,Motorcycle,6.3,2025-02-19,0.914,5.39,1.0,0.003,1646,1464.88,0.242,0.182,0.303,0.46,27.0,3.1,2,538.0,624,Medium,True,False,14648.79,14.5,199,-0.15,0.02
GRB_002978,Indonesia,Bandung,Car,1.6,2025-07-10,0.92,4.34,0.684,0.138,353,1077.56,0.224,0.456,0.708,0.353,22.9,17.2,0,,579,Medium,True,True,10775.58,17.6,137,-0.08,0.03
GRB_002980,Indonesia,Surabaya,Motorcycle,3.1,2025-05-26,0.916,4.14,0.425,0.142,559,550.44,0.325,0.642,0.74,0.288,20.9,3.6,0,553.0,524,Medium,True,True,5504.42,14.3,62,0.03,0.25
GRB_002982,Indonesia,Surabaya,Car,11.6,2024-09-13,0.957,4.68,0.872,0.046,2558,1064.11,0.269,0.426,0.466,0.565,20.6,17.9,2,545.0,600,Medium,True,False,10641.14,17.2,131,-0.09,0.2
GRB_002984,Indonesia,Medan,Car,12.7,2024-08-11,0.95,4.48,0.925,0.158,2796,862.21,0.244,0.759,0.057,0.537,20.2,18.0,3,,586,Medium,True,True,8622.08,15.9,136,0.03,0.08
GRB_002985,Indonesia,Jakarta,Motorcycle,12.7,2024-08-12,0.942,5.12,0.914,0.114,3299,1011.75,0.224,0.47,0.729,0.556,27.2,10.9,3,,620,Medium,True,True,10117.51,15.5,210,0.0,-0.17
GRB_002987,Indonesia,Bandung,Car,31.7,2023-01-20,0.966,4.82,0.932,0.101,6974,1707.82,0.237,0.434,0.321,0.621,25.2,8.8,9,,662,Low,True,True,25617.29,10.6,130,0.04,0.04
GRB_002988,Indonesia,Jakarta,Car,4.0,2025-05-01,0.913,4.74,0.673,0.011,871,843.41,0.248,0.607,0.657,0.209,25.4,0.8,0,405.0,575,Medium,True,True,8434.08,15.3,128,-0.08,0.14
GRB_002990,Indonesia,Jakarta,Motorcycle,11.4,2024-09-19,0.954,4.78,1.0,0.045,2972,733.85,0.121,0.673,0.851,0.418,22.1,3.3,5,,603,Medium,True,True,7338.49,13.6,194,0.0,-0.2
GRB_002992,Indonesia,Jakarta,Motorcycle,2.3,2025-06-20,0.886,4.39,0.722,0.027,503,535.53,0.198,0.857,0.418,0.288,22.9,1.1,0,,512,Medium,True,True,5355.32,17.8,127,0.05,0.2
GRB_002993,Indonesia,Jakarta,Motorcycle,39.6,2022-05-28,1.02,4.88,1.0,0.089,10292,1191.67,0.207,0.27,0.509,0.764,23.1,3.8,7,,675,Low,True,True,17875.02,8.4,201,0.04,0.2
GRB_002994,Indonesia,Bandung,Motorcycle,5.4,2025-03-17,0.918,4.65,0.692,0.111,1196,627.05,0.275,0.877,0.859,0.354,20.8,6.1,3,,529,Medium,True,True,6270.48,16.1,119,-0.09,0.17
GRB_002995,Indonesia,Bandung,Car,11.9,2024-09-05,1.002,4.82,0.852,0.118,3091,2071.67,0.155,0.384,0.513,0.696,27.4,9.6,3,619.0,668,Low,True,True,31075.07,11.9,186,-0.07,0.04
GRB_002998,Indonesia,Bandung,Motorcycle,21.1,2023-12-03,0.964,4.76,0.908,0.153,5487,1251.03,0.177,0.926,0.376,0.575,25.6,25.3,11,,675,Low,True,True,18765.47,9.9,183,0.05,0.11
